clause,risk
"This Agreement will come into effect on the Effective Date and shall continue in full force for ten (10) years from the Launch (the ""Initial Term""), or the date of expiry of the last valid patent of the Licensed Product, whichever comes later, subject to clauses 19.2, 19.3, 19.4 and 19.5 hereunder",0
"ExxonMobil grants FCE a worldwide, non-exclusive, royalty- free, non-sub-licensable (except as set forth herein), perpetual, irrevocable (except as stated in Paragraphs 12.03 (Failure to Perform), 12.04 (Other Termination), and 12.05 (Bankruptcy)), non- transferable (except pursuant to Article 14 (Assignment)) right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in any applications outside of Carbon Capture Applications.",0
THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE INTERNAL LAWS OF THE COMMONWEALTH OF PENNSYLVANIA WITHOUT GIVING EFFECT TO ANY CHOICE OR CONFLICT OF LAW PROVISION OR RULE (WHETHER OF THE COMMONWEALTH OF PENNSYLVANIA OR ANY OTHER JURISDICTION).,0
the Co-Branded URLs shall be owned by the party that offers to pay the highest amount to the other for the ownership of such URLs upon payment of such amount to the other party,0
"During the term of this Agreement, and subject to the terms and conditions hereof, STAAR hereby grants to Distributor, and Distributor hereby accepts, the limited, nontransferable, nonexclusive right and license to use the trade name, trademarks, and logos of STAAR (collectively, ""Trademarks""), without the right to grant sublicenses, solely in connection with the marketing, distribution and sale of the Products in the Territory pursuant to this Agreement.",1
"From the date of this Agreement until the earlier to occur of the Effective Time and the termination of this Agreement <omitted> except <omitted> as consented to in writing by Parent (such consent not to be unreasonably withheld, conditioned or delayed) <omitted> the Company shall, and shall cause each of its RemainCo Subsidiaries to, (i) conduct its business in all material respects in the ordinary course of business consistent with past practices (Page 55)",0
"Certegy hereby grants, and will cause each member of the Certegy Group to grant, to Equifax and each member of the Equifax Group a fully paid, non- exclusive, worldwide, non-<omitted>transferable right to continue to use the Marks that were owned immediately prior to the Distribution Date by a member of the Certegy Group and employed in the Equifax Business, but only to the extent such Marks were displayed by the Equifax Group prior to the Distribution Date (i) on assets owned by Equifax or any member of the Equifax Group (other than the Transferred Assets), (ii) on premises jointly occupied with one or more members of the Certegy Group, and (iii) on letterhead, product and services documentation, invoices, software programs, packaging and similar materials used by the members of the Equifax Group, and such Marks are used in accordance with the same guidelines for usage as the Equifax Marks as described in subsection (a) above.",0
The Parties shall reasonably cooperate in good faith to effect the transition to Janssen of all Product promotional activities to minimize disruptions to customers and patients.,0
"The Receiving Party shall immediately return to the Disclosing Party all written Confidential Information of the Disclosing Party and any and all records, notes and other written, printed or tangible materials pertaining to such Confidential Information upon receipt of a written request from the Disclosing Party.  At the same time, the Receiving Party shall delete all copies of such records, notes and materials which are stored on its electronic memory devices. ",0
The amount of expansion capacity available for volume commitments pursuant to this Section 6.6 shall not exceed ninety percent (90%) of the total expansion capacity.,1
"MS agrees that neither MSCI nor its subsidiaries (collectively, the ""MSCI Provider Group"") and the respective directors, officers, agents, and employees of the MSCI Provider Group shall have any liability, whether direct or indirect, in contract or tort or<omitted>otherwise, to MS for or in connection with this Agreement or the transactions contemplated hereby or any actions or inactions by or on behalf of the MSCI Provider Group in connection with this Agreement and such transactions.",1
"To the extent that the Company IP does not vest automatically in the Company the Executive hereby assigns all right, title and interest in the Company IP to the Company with full title guarantee by way of a present assignment of all future rights and shall otherwise hold them on trust for the Company.",0
Licensor will promptly provide written notice to Licensee in which Licensor lists each Additional Title.,1
Distributor acknowledges Zogenix's exclusive ownership of the Product Trademarks and agrees not to take any action inconsistent with such ownership.,0
The receiving party shall not be liable for the disclosure of any Confidential Information which is: (b) rightfully received from a third party without any obligation of confidentiality; or ,1
"EXCEPT (I) WITH RESPECT TO ANY BREACH OF ARTICLE 8 (CONFIDENTIALITY), (II) FOR THIRD PARTY PENALTIES, COSTS AND EXPENSES AS SET FORTH IN SECTION 2.9, OR (III) FOR [***], TO THE MAXIMUM EXTENT PERMITTED BY LAW, (A) NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES, WHETHER LIABILITY IS ASSERTED IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, OR ANY OTHER THEORY OR FORM OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY THEREOF; AND (B) EACH PARTY'S TOTAL LIABILITY TO THE OTHER PARTY UNDER THIS SUPPLY AGREEMENT SHALL NOT EXCEED [***].",0
"Section 9.02           Conditions to Obligations of Parent, US Holdco and Merger Sub.   The obligations of Parent, US Holdco and Merger Sub to effect the Merger are also subject to the satisfaction or waiver (where  permissible pursuant to applicable Law) by Parent, US Holdco and  Merger Sub on or prior to the Effective Time of the following conditions: (a) Representations and Warranties. (i) The representations and warranties of the Company (other than in the first sentence of Section 4.01(a) (solely with respect to the Company), the first sentence of Section 4.01(b) (solely with respect to the Company), Section 4.02(a) (other than the last sentence), Section 4.02(b)(i), Section 4.02(b)(ii), Section 4.03(a), Section 4.03(b)(i) (solely with respect to the Company), Section 4.03(d), Section 4.05(a) and Section 4.10) set forth in Article IV of this Agreement shall be true and correct in all respects (without giving effect to any limitation indicated by the words “Company Material Adverse Effect,” “in all material respects,” “in any material respect,” “material,” or “materially”) when made and on and as of the Closing Date, as if made on and as of such date (except those representations and warranties that address matters only as of a particular date, which shall be true and correct in all respects as of that date), except where the failure of such representations and warranties to be so true and correct would not reasonably be expected to have, individually or in the aggregate, a Company Material Adverse Effect; (Page 101)",0
"Owner shall not make any assignment of all or any part of this Agreement or any of the rights or obligations hereunder except in connection with the sale, financing or conveyance of all or any part of the Rail Facility.",1
"If Ono Commercializes a Competing Product in the Ono Territory during [ * ], Array may immediately terminate this Agreement.",1
"Subject to payment of the Annual Minimum Commitment (""AMC"" - defined herein), Diversinet hereby grants to Reseller an exclusive, non- transferable and non-assignable right to market, sell, and sub-license those Diversinet products listed in Schedule 2 (the ""Products"") within the territory listed in Schedule 3 (the ""Territory"") to Canadian headquartered companies, and governmental and broader public sector entities located in Canada.",0
"b. The Parties shall disclose the Information to their employees, Affiliates, external experts and/or consultants only on a need to know basis and only to the extent absolutely necessary for the Purpose.  ",0
"From and after the Promotion Commencement Date, King shall perform at least [***] PDEs per calendar year, with such amount prorated over the initial and final calendar years of the Term if either such year is a partial year.",0
"This Agreement shall be construed and enforced in accordance with, and governed by the laws of the State of Colorado without regard to conflicts of laws principles.",0
The payment of a Termination Fee to the Agent under Section 10.4(c) shall be deemed to constitute the exclusive remedy for any damages resulting out of the termination of this Agreement by Monsanto or the successor to the Roundup Business pursuant<omitted>to Section 10.4(c) and the Agent shall waive its right to exercise any other remedies otherwise available at law or in equity.,1
Any attempt to assign this Agreement without such consent (if required) shall be void and of no effect AB INITIO.,1
"Employee agrees that all Confidential Information and all records, documents and materials relating to all Confidential Information (including all copies thereof) shall be and remain the sole and exclusive property of a Banking Organization, and upon Employee’s termination of employment, all such Confidential Information, whether in paper or electronic form, shall be returned to a Financial Institution in good condition, without Employee retaining a copy thereof, including, but not limited to, retaining an electronic copy on any electronic device regardless of whether such device is owned by Employee.  Upon termination of Employee’s employment, Employee shall immediately return to the Bank (if subsequent to the Effective Time) or Heritage (if prior to the Effective Time), all Banking Organizations documents and property, including, but not limited to, Confidential Information, computer discs, manuals, reports, files, memoranda, records, door and file keys, passwords and access codes, and any other physical or tangible things that Employee received, prepared, or helped prepare in connection with the Employee’s employment, and Employee shall not retain any copies, duplicates, reproductions or excerpts thereof.  ",0
"At least eight (8) ""Service Days"", including but not limited to: 1. Production days. Up to four (4) production days (defined as a maximum of eight (8) consecutive hours each), with PAPA JOHN'S creative agency.",1
"The Parties acknowledge and affirm their respective rights in and to the relevant trademark and related rights subject to this Agreement and neither Party shall directly or indirectly attack, challenge or impair the title and related rights of the other Party during the Interim Period or any time thereafter.",0
"All Parties agree not to disparage or make derogatory comments, verbal or written, regarding the other Party during the Term of the Agreement, and for one year thereafter.",1
"The licenses granted under this Agreement shall be subject to the following exclusions, conditions, restrictions, and limitations: 1. The ""Field"" shall exclude the following products and fields of use: a. Any Consumer Electronic Products (as defined below) or any components or sub-components suitable for use with any Consumer Electronic Products. For this purpose, ""Consumer Electronic Products"" means personal computers (portable and desktop); tablet or slate style computing devices; handheld electronic and/or communication devices (e.g., smartphones, digital music players, multi-function devices, etc.); any device whose function includes the creation, storage or consumption of digital media; any component or sub-component in any Consumer Electronic Product; and any accessory that is the same or similar (in the sole discretion of Apple, Inc.) to an accessory made or sold by or on behalf of Apple (regardless of when Apple sold or started to sell such accessory, including after date of the closing of the Proposed Transaction) that is suitable for use with any Consumer Electronic Product. b. Any watches or components for watches. c. Finished or semi-finished Jewelry, and also any other products that are sold under the name of a Luxury Brand or incorporated into products that are sold under the name of a Luxury Brand, including without limitation (a) buckles for belts, briefcases, handbags, and clothing; and (b) cigarette lighters and cigar cutters. For purposes hereof, the term ""Jewelry"" means rings, necklaces, pins, cufflinks, and other objects that are ornamental in nature and used for adornment of the human body. ""Luxury Brands"" shall not include brands owned or used by Nokia, Motorola, Samsung, LG, Sony-Ericsson, Apple, RIM, HTC or similar companies that supply mobile phones and accessories to the mass-market. Otherwise, ""Luxury Brands"" consist of the following brands and any other similar, renowned luxury brand which is used as the sole or primary brand on a competitive product sold at similar price point:",0
"All terms of this Agreement will automatically commence on November 1st, 2017, and expire on November 2nd, 2020.",0
Accuray and Distributor agree to negotiate in good faith an orderly transition of Distributor's distribution responsibilities and activities to Accuray or a third party designated by Accuray and Distributor agrees to assist in the transition.,1
"After the termination of this Agreement, Party B shall strictly perform the Financial Leasing Agreement signed with the Driver User until the lease expires.",0
"The Company agrees to provide and maintain, at its own expense, advertising and product liability insurance each with limits no less than $5,000,000 and within thirty (30) days from the date hereof, the Company will submit to Nantz Communications a fully paid policy or certificate of insurance naming Nantz Communications and Nantz as insured parties, requiring that the insurer shall not terminate or materially modify such without written notice to Nantz Communications at least twenty (20) days in advance thereof.",0
"“Company Material Adverse Effect” means, with respect to the Company, any effect that, (1) would reasonably be expected to have a material adverse effect on the business, assets, financial condition or results of operations of the Company and its Subsidiaries taken as a whole, or (2) would reasonably be expected to prevent or materially delay the Company from consummating the Merger; provided that in no event shall any effect to the extent arising out of or relating to any of the following (alone or in combination) be taken into account in determining whether a Company Material Adverse Effect has occurred:   (i)         changes in the Company’s stock price or trading volume, or any change in the credit rating of the Company or any of its Subsidiaries (provided that the exception in this clause (i) shall not prevent or otherwise affect a determination that any effect underlying such failures has resulted in, or contributed to, a Company Material Adverse Effect);   (ii)         general business, economic or political conditions in the United States or any other country or region in the world, or changes therein;   (iii)         conditions in the financial, credit, banking, capital or currency markets in the United States or any other country or region in the world, or changes therein, including (A) changes in interest rates in the United States or any other country or region in the world, or changes therein, and changes in exchange rates for the currencies of any countries and (B) any suspension of trading in securities (whether equity, debt, derivative or hybrid securities) generally on any securities exchange or over-the-counter market operating in the United States or any other country or region in the world;   4       (iv)         general conditions in any industry, location or market in which the Company operates;   (v)         changes in political conditions in the United States or any other country or region in the world;   (vi)         acts of hostilities, war, sabotage, cyberterrorism, terrorism or military actions (including any outbreak, escalation or general worsening of any such acts of hostilities, war, sabotage, cyberterrorism, terrorism or military actions) in the United States or any other country or region in the world;   (vii)          earthquakes, hurricanes, tsunamis, tornadoes, floods, mudslides, wild fires, weather conditions, outbreaks, epidemics, pandemics or disease outbreaks (including the coronavirus (COVID-19 pandemic), other public health conditions or other natural or man-made disasters or acts of God in the United States or any other country or region in the world, or changes therein;   (viii)         any COVID-19 Measures or changes therein;   (ix)         changes or proposed changes in GAAP or other accounting standards, regulations or principles (or the enforcement or interpretation of any of the foregoing);   (x)         any Stockholder Litigation or any demand or Proceeding, including for appraisal of the fair value of any shares of Company Common Stock pursuant to the DGCL in connection herewith;   (xi)         changes or proposed changes in Applicable Law (or the enforcement thereof);   (xii)         any failure, in and of itself, to meet projections, forecasts, estimates or predictions in respect of revenues, EBITDA, free cash flow, earnings or other financial operating metrics for any period (provided that the exception in this clause (xii) shall not prevent or otherwise affect a determination that any effect underlying such failures has resulted in, or contributed to, a Company Material Adverse Effect);   (xiii)         the announcement and performance of this Agreement, including any resulting impact on relationships, contractual or otherwise, with Third Parties, including Governmental Authorities and employees of the Company or its Subsidiaries; or   (xiv)         any action taken by the Company or any of its Subsidiaries that is required by this Agreement to be taken by the Company or any of its Subsidiaries, or that is taken or not taken with the prior written consent or at the request of Parent;   provided, that any effect referred to in clause (ii), (iii), (iv), (v), (vi) or (vii) may be taken into account to the extent such effect has a disproportionate adverse effect on the Company and its Subsidiaries, taken as a whole, as compared to other participants in the industries or geographic locations in which the Company and its Subsidiaries operate (in which case, the incremental disproportionate adverse effect may be taken into account in determining whether a Company Material Adverse Effect has occurred). (Pages 9-10)",0
"In connection with the promotion, marketing and sale of the Product, EKR shall, without limitation:<omitted>(b) from time to time consult with PPI's representatives for the purpose of assessing the state of the market in each country of the Territory and permit representatives of PPI, on reasonable prior notice, to inspect any premises or documents used in connection with the marketing, distribution and sale of the Products;",1
"6.3 Boston Private Shareholder Approval. (a) <omitted> if the Board of Directors of Boston Private, after receiving the advice of its outside counsel and, with respect to financial matters, its financial advisors, determines in good faith that it would more likely than not result in a violation of its fiduciary duties under applicable law to continue to recommend this Agreement, then in submitting this Agreement to its shareholders, the Board of Directors of Boston Private may submit this Agreement to its shareholders without recommendation <omitted> provided, that the Board of Directors of Boston Private may not take any actions under this sentence unless (i) Boston Private shall have complied in all material respects with Section 6.9; (ii) if such actions are taken in response to an unsolicited bona fide Acquisition Proposal, the Boston Private Board of Directors shall have concluded in good faith, after giving effect to all the adjustments which may be offered by SVB Financial pursuant to clause (iv) below, that such Acquisition Proposal constitutes a Superior Proposal (Page 64)",1
"Each of the parties agree that the foregoing indemnities also apply for the benefit of the NFL (and its affiliates), South Florida Stadium Corporation, the owner and operator of Pro Player Stadium and their respective officials, officers, partners, agents and employees, who shall be deemed third party beneficiaries of this Agreement for the purpose of enforcing these indemnity obligations.",1
Cremer's liability arising from this Agreement is limited to intentional misconduct or gross negligence.,1
"On expiration or the effective date of termination of this Agreement, if earlier:<omitted>e) Supplier shall promptly cooperate with Customer to transfer and transition supply of the Products to a Third Party supplier. Upon Customer's request, Supplier shall cooperate with Customer in the transfer of technology and know-how necessary to Manufacture Products to such Third Party supplier, including providing Customer and the Third Party supplier with reasonable access to the Facilities and consulting services related to Manufacturing of the Product. Supplier shall conduct such activities at Customer's expense paid in advance.",0
"Such license is granted solely in connection with ALFA AESAR's rights and obligations under this Agreement and, in particular, for the purpose of licensing ALFA AESAR to use the NTC Trademarks in ALFA AESAR's marketing, sales and distribution materials relative to the Products, including without limitation on the ALFA AESAR's Web site as a link/navigational button to the NTC Web site as posted by NTC.",0
"This Agreement shall become effective upon the date first written above and shall remain in full force and effect for a period of two years (2), unless earlier terminated pursuant to the provisions in this Agreement.",1
IGER will not collaborate with or perform any activities for the benefit of or grant any rights to any not-for-profit third party with respect to GERMPLASM IMPROVEMENT of COLLABORATION CROPS without the prior written consent of CERES.,1
Supplier shall provide Bank of America with the scope of the audit and a complete copy of each report prepared in connection with each such audit within thirty (30) calendar days after it receives such report.,1
"TELKOM agrees not to copy the Source Code, nor to disclose it to any third party except Agents retained by TELKOM to assist in maintaining SOFTWARE, provided that no such Agent is in the business of marketing or developing software competitive to the SOFTWARE.",1
"If Lucid accepts Distributor's order and fails to deliver ordered products, Distributors sole remedy will be limited to refund of money paid to Lucid for any undelivered products.",1
"The assignment of this Agreement, in whole or in part, to any Affiliates in the United States or to a successor organization by merger or acquisition does not require the consent of the other.",1
"Section 6.1           Conduct of Business by the Company.  From the date of this Agreement until the earlier of the Effective Time and the termination of this Agreement pursuant to Article VIII, and except (i) as expressly permitted or required by this Agreement, (ii) as may be required by applicable Law or pursuant to the terms of any Company Benefit Plan in effect as of the date hereof, (iii) for any actions taken reasonably and in good faith in response to COVID-19 or COVID-19 Measures (provided that, in the case of this clause (iii), the Company shall use reasonable best efforts to consult with Parent prior to or promptly following the taking (or omitting) of any action that would be prohibited or otherwise restricted or required, as applicable, by this Section 6.1 but for this clause (iii) and consider in good faith any reasonable requests by Parent in respect of such actions or omissions), (iv) as set forth in Section 6.1 of the Company Disclosure Letter or (v) with the prior written consent of Parent (which consent will not be unreasonably withheld, conditioned or delayed), the Company will not, and will cause each Company Subsidiary not to:   (a)          (i) conduct its business and the business of the Company Subsidiaries other than in the ordinary course, in any material respect (Page 58)",0
"The Receiving Party shall provide attested certification from an authorized representative confirming such return and destruction ""provided however, Receiving Party may retain one (1) copy of such documentation in its secure legal files for the sole purpose of administering its obligations under this agreement, as well as copies of electronically exchanged Confidential Information that are made as a matter of routine information technology back-up, which copies shall continue to be kept confidential in accordance with the terms and conditions of this Agreement."" ",0
"In the event PAPA JOHN'S wishes to sub-contract any or all of the operation of the Products or its related business hereunder (e.g., design of the Products, advertising of the Products, creation of Products, etc.) to any third party (e.g., ad agencies, photographers, videographers, producers, crew, etc.) (each, a ""Sub-Contractor""), the same may only be done if and after ABG has given its Approval therefor.",1
"XENCOR hereby grants to BII and BII herewith accepts a non exclusive, worldwide, irrevocable, sublicensable (in several cascades), perpetual, royalty-free/fully paid up license under the XENCOR Intellectual Property to the extent it is generally applicable to the manufacturing of biopharmaceutical products, handling<omitted>of cell lines and/or development of manufacturing processes, to use such XENCOR Intellectual Property in for the manufacture of biopharmaceutical products, handling of cell lines and/or development of manufacturing processes, but excluding any use with respect to the Product (or any modification, derivative or fragment thereof).",1
"In the event you are required by any legal or civil proceeding to disclose the Information or Items to a third party, you agree to provide prompt notice to the Disclosing Party, so that we might attempt to secure an appropriate protective order, or waive your compliance with this Agreement.  ",1
"The escrow agreement shall provide, among other terms, that the source code shall be released to Reseller if any of the following events (collectively the ""Release Conditions"") occurs: (i) Diversinet ceases to support services at levels as stated in Schedule 5 under this Agreement that is not remedied within sixty (60) days after receipt of written notice of such failure; (ii) Diversinet makes an assignment for the benefit of creditors, or becomes subject to direct control of a trustee, receiver or similar authority, or Diversinet becomes subject to any bankruptcy or insolvency proceeding under federal or state statutes; or (iii) Diversinet suspends or ceases to carry on its business and a receiver, trustee or assignee does not carry on the business.",1
"Notwithstanding the provisions of this Section 8(d), the Agent shall not be required to contribute any amount in excess of the amount by which the total price at which the Series A Preferred Stock sold pursuant to this Agreement exceeds the amount of any damages which the Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission.",0
"In consideration for the Agents' services hereunder, the Corporation will pay to the Agents the Agents' Fee and the Corporation shall issue to the Agents that number of Compensation Options equal to 3.5% of the number of Offered Shares sold pursuant to the Offering. Unless otherwise stated herein, the Offered Shares shall also refer to the Compensation Options. The Agents' Fee shall be apportioned among the Agents as follows: Dundee Securities Ltd. 40% Kes 7 Capital Inc. 30% Bloom Burton & Co. Ltd. 30% 100%",0
"Distributor shall assign to Company, without charge, any rights in the trademarks of Company that may inure to the benefit of Distributor pursuant to this Agreement or otherwise.",0
"Manufacturer acknowledges and agrees that, as between the Parties, any Improvements or Developments that are specific to and otherwise solely relate to, the manufacturing, processing or packaging of Products (such Improvements and Developments, collectively, ""Customer-Owned Improvements and Developments"") shall be the exclusive property of Customer, and Customer shall own all rights, title and interest in and to such Customer-Owned Improvements and Developments.",0
"In the event Transporter is unable to maintain the minimum pressure(s) described herein but Shipper is still able to take receipt of the scheduled quantity at the Primary Delivery Point(s) described above, then Shipper shall be considered unharmed by Transporter's inability to maintain such minimum pressure(s).",1
"Company shall pay 11.67% of the Drilling Costs of the Initial Well, regardless of whether the Initial Well is successfully drilled to the Objective Zone",0
"Constellation shall provide the HOF Entities with certificates of insurance, naming each HOF Entity as an additional insured, evidencing the existence of such insurance policies within ten (10) days after execution of this Agreement.",0
"Without affecting Section 10 or the respective obligations of the parties under the Confidentiality Agreement and except for any liability (i) relating to any breach associated with the unauthorized use of Intellectual Property, (ii) arising from the intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or regulation, the total aggregate liability of one party to another party for any claim relating to any breach of this Agreement (or any Purchase Order or other agreement entered into in connection with this Agreement) (a ""Claim"") shall be limited to the aggregate amount of the purchase prices paid by Distributor to Accuray for Products pursuant to this Agreement (or any Purchase Order or other Agreement entered into in connection with this Agreement) during the twelve calendar months preceding the date of the notification to the other party of such Claim less any amounts paid or payable in respect of any other Claim of which the other party was notified during such twelve month period.",1
"The Company shall immediately inform HOC and provide HOC with a copy of any other standstill provisions in any agreement pertaining to the matters set forth in this Article 6, entered into by the Company with another person subsequent to the date hereof, and notwithstanding delivery of such notice and a copy of any such provisions, HOC shall have the full benefit of any materially more favourable terms, in the opinion of HOC, contained in such standstill and Section 6.1 shall be deemed to be amended accordingly.",1
The terms of the Governing Law and Dispute Resolution provisions of the Distribution Agreement will apply to this Addendum.,0
"Company will at its expense, prior to the Launch Date obtain, and thereafter throughout the Term and for a period of six (6) months thereafter maintain, such policy or policies of insurance as is commercially reasonable for the transactions and business contemplated by this Agreement.",0
"to the extent not previously assigned to PB pursuant to Section 11.1.1.4, SFJ shall, and it hereby does, assign sole and exclusive ownership of the Trial Data Package including the Research Results included therein to PB, such assignment to be effective in accordance with Section 11.1.1.4;",0
Section  7.2            Conditions to Obligations of Parent and Merger Sub. <omitted> The representations and warranties of the Company set forth in: <omitted> Article IV of this Agreement <omitted> shall be true and correct as of the date of this Agreement and as of immediately prior to the Effective Time (Page 49),0
"Subject to the provisions of Section 5 of this Agreement, if the volume of each Product shipped by Shipper on the Pipeline during the Quarter is less than the applicable Quarterly Volume Commitment for that Product then, in addition to paying any amounts incurred by Shipper pursuant to Section 3.4 with respect to Shipper Deliveries for such Quarter, Shipper shall also pay MPL a deficiency payment (the ""Quarterly Deficiency Payment""); equal to the product of: (a) the difference between the applicable Quarterly Volume Commitment for that Product for such Quarter and the volume of Shipper Deliveries of that Product on the Pipeline for such Quarter (the ""Deficiency Volume""); and (b) the applicable Tariff Rate for that Product for such Quarter.",1
"For the third time of the aforementioned violation, Party A will withhold the full amount of the performance bond already paid by Party B, and terminate the full-range business cooperation for one year.",0
Vapotherm shall at its cost obtain and maintain product-liability insurance coverage in the amount of $[* * *] in relation to the Cartridge.,0
"Customer may assign this Agreement without Changepoint's consent (i) to an Affiliate of Customer; or (ii) to a purchaser of all or substantially all of Customer's assets. Otherwise, neither this Agreement nor any rights granted hereby may be transferred or assigned by Customer to any other person without Changepoint's prior written consent, (such consent shall not be unreasonably withheld), and any such attempted assignment shall be null and void.",1
"during the period from the date of this Agreement until the Effective Time <omitted> the Company shall not, and shall not permit any of its Subsidiaries, without Parent’s prior written consent (which consent shall not be unreasonably withheld, conditioned or delayed), to: (Page 74)",0
This Agreement shall become effective on the date on which it is signed and affixed with the corporate seals by the authorized representative of each Party and have a term of five (5) years commencing as of the effective date hereof.,0
"Further, during the Term, except as otherwise provided herein, neither T&B nor any of its Affiliates may (1) offer to sell or sell any product or service that is the same or similar to the Products in the Exclusive Field of Use, or (2) contact, solicit, or direct any person or entity to contact or solicit, any of the customers of (or customers set forth in the Customer Data) for the purpose of providing any products or services that are the same or similar to the Products; provided, however, that T&B, in its sole and absolute discretion, shall have the right to terminate this Agreement, including all rights and licenses granted to LEA herein, if and as of the date that any monthly Royalty Payment (as defined in 9.3, below) payable to T&B does not exceed the Minimum Guaranteed Royalty for six (6) consecutive months.",0
"Corio shall notify Commerce One in writing if it believes that one of the following events (the ""RELEASE CONDITIONS"") has occurred and that it intends to seek release of the Source Code from the escrow account: (i) Commerce One's dissolution or ceasing to do business in the normal course, or (ii) Commerce One's repeated and material breach of its support and maintenance obligations under Section 5 of this Agreement and such breach is not cured within sixty (60) days of receipt of written notice thereof from Corio. If Commerce One notifies Corio in writing that it disputes whether any such event has occurred, officers of each of the parties shall negotiate for a period of ten (10) business days to attempt to resolve the dispute. At the end of such ten (10) business day period, if the parties have not resolved the dispute, the matter shall be referred to arbitration in the manner provided in Section 14.3 of this Agreement.",0
Such Advertising shall be determined by Licensee in its sole discretion and Licensee shall be entitled to retain all revenues resulting from the sale of Advertising.,1
"Except as expressly stated herein with respect to members of each Party, no person or entity not a Party to this Agreement (including, without limitation, any employee of either Party or the Joint Venture) shall be a third-party beneficiary of any provision of this Agreement, and nothing contained herein shall be construed or deemed to confer any benefit or right upon any third party.",0
Each Party will provide to the other Party evidence of its insurance and thirty (30) days prior written notice of any cancellation of its coverage or reduction in coverage from the requirements stated herein.,0
"4.1 Interim Operations.  (a) <omitted> the period from the date of this Agreement through the earlier of the Closing or the termination of this Agreement, except (1) to the extent Parent shall otherwise give its prior consent in writing (which consent shall not be unreasonably withheld, conditioned or delayed), <omitted> the Company shall, and shall cause the Company Subsidiaries to, use reasonable best efforts to conduct its business in the ordinary course consistent in all material respects with past practice (Page 46)",0
"The warranty period for workmanship and all Services provided<omitted>hereunder, including the Build Services contemplated in the Build Addendum, shall commence upon Location Acceptance of the applicable Cell Site and continue for a period equal to [***] from Location Acceptance of the applicable Cell Site (the ""Workmanship Warranty Period"").",1
"Except <omitted> as approved in writing in advance by Parent <omitted> the Company will, and will cause each of its Subsidiaries to <omitted> use commercially reasonable efforts to conduct its business and operations, in all material respects, in the ordinary course of business (Page 61)",0
"Harpoon shall not, and shall not permit its Affiliates to, attack, dispute, or contest the validity of or ownership of such Product Trademark anywhere in the Territory or any registrations issued or issuing with respect thereto or use in their respective businesses, any Trademark that is confusingly similar to, misleading or deceptive with respect to or that dilutes any (or any part) of the Product Trademarks.",0
"Subject to the terms set forth in this Agreement, North hereby grants to Company the right and privilege to use North's Likeness and North's Endorsement during the Term and within the Contract Territory in all reasonable forms of advertising including, but not limited to television (including the infomercial format), radio, print advertising, brochures, pamphlets, product packaging, point-of-purchase materials, Company's web-site and a demonstration video (hereinafter referred to as ""Advertising Materials"") in connection with Company's advertisement and sale of the Endorsed Product only.",0
"Without limiting ARTICLE VIII, the license granted to the SpinCo Group in Section 3.03(a) shall automatically terminate in the event (i) that any member of the SpinCo Group assigns, transfers, licenses or otherwise conveys any rights in or to the Honeywell Content to any third party or (ii) of (x) the sale of all or substantially all of the ownership interests<omitted>in, or the assets of, any member of the SpinCo Group in a single transaction or a series of related transactions to one or more third parties, (y) any direct or indirect acquisition, consolidation or merger of any member of the SpinCo Group by, with or into any third party or (z) any spin-off, public offering or other corporate reorganization or single transaction or series of related transactions in which direct or indirect control of any member of the SpinCo Group is transferred to one or more third parties, including by transferring an excess of fifty percent (50%) of such member of the SpinCo Group's voting power, shares or equity, through a merger, consolidation, tender offer or similar transaction to one or more third parties.",1
"Subject to the terms and conditions of this Agreement, Commerce One grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid up, perpetual right and license in the Territory to reproduce, install and use additional copies of the Software and Software tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, in machine executable object code for (i) Corio's internal business operations and (ii) production, testing, development, upgrade, reporting and training.",1
Prior to an audit HEMISPHERX will communicate to SCIEN the scope of the audit.,1
"NTC agrees that the Product Prices, benefits and allowances offered to ALFA AESAR shall not be less favorable than those offered on Products provided to agents, distributors or marketed directly by NTC to any customers, other than the Product Prices existing as of the date of this Agreement with NTC's commercial partners.",1
The CELEBRITY will be limited to six speaking engagements for the year and five conference calls per month at the company's discretion.,0
"The foregoing obligations of Wildform shall be limited to a maximum of forty (40) hours, or up to a maximum of two hundred twenty (220) emails, whichever accumulates first.",0
"Such Commission shall represent a percentage of the Program EBIT realized by the Roundup L&G Business which percentage shall be (i) for Program Years 2017 and 2018, 50% of the Program EBIT and (ii) for Program Years 2019 and thereafter, 50% of the Program EBIT in excess of $40MM (such $40MM threshold, the ""Commission Threshold"").",1
